txn_vol,accepted_txn,failed_txn,capital_granted
48188.240000000005,337,153,1
15266.65,137,64,1
34250.09,296,21,1
262856.0,1024,207,1
143804.27000000002,788,283,1
22154.0,61,12,1
917452.58,953,204,1
15910.0,69,27,0
432531.0,736,138,1
174313.8,3078,794,0
40598.5,306,171,1
36330.0,84,12,1
13712.0,63,16,1
82345.0,890,112,1
47841.0,177,21,0
464742.04,3124,3374,1
108450.0,417,65,1
299424.0,2118,794,0
125833.0,97,17,1
297878.0,2094,828,0
70414.0,129,25,1
1986271.0,672,90,0
40419.16,439,298,1
311185.0,170,34,1
19643.0,51,4,1
26848.0,345,92,1
26796.0,93,19,1
1060081.07,2752,462,1
60137.0,142,23,1
61329.1,704,200,1
16202.0,186,101,1
65835.43000000001,68,15,1
68501.0,348,40,1
102158.0,673,82,1
225802.1,544,236,1
86082.69,161,56,1
17000.0,199,134,1
247912.9,385,33,0
23017.0,164,25,1
40211.04,315,266,1
66738.0,197,47,1
24432.0,49,14,1
91020.0,42,6,1
11733.0,41,7,1
15407.6,297,21,1
116387.5,499,257,1
12550.0,78,38,1
58641.55,128,26,1
129060.0,106,18,1
11113.0,92,10,0
79230.0,362,50,1
212074.0,1458,260,1
278561.0,351,66,1
75007.14000000001,495,176,1
166600.22,318,93,1
839953.0,1484,254,1
65889.0,205,47,1
35283.0,95,13,1
82850.0,150,12,1
109431.37,455,139,0
36579.21,311,188,1
3964829.0,14325,1105,0
156470.2,570,95,1
16135.5,197,133,1
30850.0,268,36,1
280607.2,776,179,1
70062.5,845,331,1
458815.5,2097,514,1
27913.5,209,38,1
41651.0,52,32,1
61854.5,624,105,1
31020.0,76,7,1
3984617.0,14395,1115,0
538002.8,4888,496,1
12293.0,29,6,1
38751.990000000005,165,111,1
185029.18,1566,928,1
91062.8,90,16,1
53200.0,129,31,1
182340.44,638,140,1
79554.08,99,21,0
479286.05,43,14,1
42149.0,82,10,1
295128.99,102,37,1
14140.0,31,10,1
30557.0,254,60,1
86585.75,135,32,1
13099.0,39,9,1
64630.0,640,240,1
21120.0,85,16,1
248789.86,64,5,1
25456.5,390,89,1
10482.0,22,10,1
29887.0,88,82,1
27000.0,146,28,1
72150.0,344,30,1
162939.38,53,8,1
31900.0,84,9,1
48610.0,149,119,1
58702.11,251,39,1
11358.0,179,29,1
16138.0,70,0,0
13656.5,114,110,1
97018.0,289,43,1
181532.55,966,481,1
23210.0,55,8,1
59876.5,404,150,1
15392.0,211,122,1
34000.0,258,38,1
302867.0,135,30,1
81176.0,59,14,1
70389.0,128,149,1
64251.2,492,139,1
54778.57000000001,525,323,1
258829.52,954,63,1
139520.0,45,3,0
19092.0,159,15,1
16624.5,122,10,1
534367.25,2667,641,1
144136.0,1290,356,1
170199.08000000002,1545,426,1
190364.0,1077,50,1
212540.0,938,223,1
25835.0,221,71,1
18946.0,24,2,1
48434.0,138,18,1
75747.0,100,22,0
6481.0,70,13,1
27574.15,37,6,1
19117.0,18,8,1
66886.9,1117,95,1
48955.0,308,35,1
10762.0,43,6,1
29500.0,78,27,1
201915.0,513,55,1
21165.0,12,0,1
54010.0,442,58,1
203770.0,122,15,1
25315.0,90,28,1
44029.5,420,151,1
847899.61,215,68,1
802583.9,3977,560,1
131323.89,324,112,1
52217.0,42,3,1
71113.0,174,47,1
33828.0,311,277,1
18530.0,222,64,1
864417.0,174,119,1
69100.0,144,6,1
50745.0,397,132,1
378310.2299999999,422,34,1
2587889.94,696,114,0
38107.0,202,54,1
1061788.88,3634,800,1
14069.0,144,19,1
105107.0,261,24,1
117186.57,749,336,1
181769.3,477,58,1
57845.0,152,95,1
76444.0,233,52,1
62854.0,338,80,1
62782.2,347,22,1
643660.5600000003,5564,3156,0
560578.1699999999,870,230,1
53164.0,108,33,1
1071577.13,4235,552,1
341725.0,192,38,1
45977.0,1081,262,1
209870.0,1074,304,0
33644.81,111,40,1
389695.49,5782,532,1
24094.0,525,98,1
2473508.1,532,152,1
88170.0,457,79,1
718608.0,2485,486,1
52601.0,146,65,1
575883.0,3102,144,0
172820.0,275,64,1
13960.0,63,12,1
75337.0,820,145,1
57159.05,1290,212,1
38575.0,259,11,1
1464775.1,1456,518,1
40091.0,451,129,1
426487.94,494,88,1
14887.5,53,10,1
111487.0,147,35,1
32840.0,28,10,1
17960.0,35,4,1
64962.0,272,76,1
180671.0,88,20,1
171621.05,980,703,1
16053.0,138,185,1
13738.0,76,26,1
17482.5,300,38,1
58585.0,39,4,1
26664.2,17,29,1
28538.0,478,115,1
59542.59,446,87,1
1156090.66,6040,3216,1
567638.26,2106,322,1
111540.2,695,294,1
33175.0,350,182,1
417587.68,1107,180,1
239206.36,664,28,1
227692.5,1003,164,0
132048.0,174,42,1
95036.1,621,235,1
191997.8,462,278,1
60110.0,109,24,1
238581.0,479,68,1
25444.0,260,116,1
22230.0,74,19,1
23152.0,163,50,1
56750.0,324,52,1
715130.0,5626,390,1
81600.0,260,28,1
40445.08,280,184,1
89262.89,467,35,1
220748.0,740,346,1
30894.5,66,5,1
52414.0,356,227,1
57547.1,328,524,1
23543.0,31,5,1
1250543.25,5935,4070,0
32305.0,472,180,1
154646.0,959,325,1
177545.36000000002,630,40,1
66345.0,87,13,1
88150.0,263,27,1
30167.15,248,202,1
40428.5,793,162,1
289358.85000000003,1260,145,1
66324.0,97,27,1
43613.99,220,29,1
155493.44,264,146,1
285024.6,89,8,1
84645.86,54,14,1
68820.0,135,17,1
48560.6,103,22,1
82840.0,565,280,0
185029.18,1566,928,1
167380.0,434,112,1
20620.0,587,78,1
58495.3,252,71,1
138820.0,290,76,0
21705.9,133,22,1
11655.0,124,58,1
19796.95,28,6,1
141940.59,25,14,1
71080.0,298,20,1
49478.0,37,20,1
471708.14,3127,549,1
91504.5,257,94,1
84495.09,831,388,1
34162.0,124,50,1
13185.0,109,19,1
8491.0,39,1,1
242053.14,117,20,0
765500.56,7304,1824,0
95265.0,231,100,1
80425.0,326,86,1
38460.0,88,7,1
191810.49,996,83,1
49796.0,113,84,1
119178.0,315,36,1
78700.84,353,75,1
20454.0,34,4,1
122032.0,229,57,1
26034.0,38,31,1
107466.98,37,20,1
24380.0,96,22,1
106156.0,778,577,1
113693.3,645,126,1
28532.0,149,13,1
192364.63,138,30,1
64123.90000000001,468,323,1
10165.0,62,35,1
77613.96,366,64,0
210284.25,714,156,0
22210.0,173,27,0
214164.0,1809,791,1
215132.09,2651,704,1
941992.0,2602,605,1
19864.0,354,149,1
31755.55,287,83,1
85917.0,830,82,1
244549.0,1072,449,1
145236.38999999998,791,810,1
59425.0,65,23,1
34000.0,258,38,1
762577.95,2605,490,0
196014.77,582,93,1
36704.0,28,2,1
10069449.45,14681,4340,1
25730.0,26,1,1
259010.0,320,18,0
515905.4,1884,208,1
51898.0,321,111,1
65023.05,508,154,1
149028.63999999998,264,33,1
43267.44,334,44,1
33706.649999999994,207,78,1
536356.5,2513,672,1
54823.4,411,104,1
76311.0,666,266,1
344820.0,1412,166,1
16660.14,88,66,1
45162.2,181,82,1
259353.0,2743,731,1
122472.37,637,304,1
24405.0,259,56,1
78905.1,65,6,0
661959.36,6128,1424,0
48113.0,1591,355,1
65623.0,143,37,1
111370.0,340,33,1
24592.99,138,19,1
23320.0,69,13,1
15247.0,130,48,1
18877.49,113,18,1
108061.0,138,7,0
99011.0,1009,328,1
86154.0,312,48,1
46569.0,665,83,1
147860.0,77,22,1
92175.0,824,220,1
83826.0,2620,328,1
136860.0,1405,429,1
40631.86,247,44,1
18042.85,109,14,1
42992.04,712,211,1
226838.0,23,17,1
86690.0,252,34,1
91668.25,674,153,1
24248.0,37,17,1
254575.0,847,280,1
282100.06,1692,590,1
145700.0,392,158,0
158878.1,779,160,1
27546.200000000004,177,95,1
23038.0,162,50,0
115427.0,1961,341,1
30015.2,174,55,1
13185.0,105,20,1
45824.0,421,235,1
73209.0,73,12,1
16115.5,50,7,1
103222.0,250,24,1
223014.0,3916,684,0
24362.0,116,14,1
48198.43,315,64,1
52075.0,50,4,1
49009.7,102,31,1
54258.0,129,34,1
32859.0,77,5,1
44950.0,167,50,1
83668.80000000002,703,63,1
54260.0,75,43,1
316309.0,742,86,1
138750.0,1088,182,1
83482.0,156,17,1
648259.7600000002,5632,3220,0
29110.0,33,9,1
44454.15,340,87,1
126164.0,1086,893,1
131538.0,190,18,1
44602.41,103,12,1
62786.5,495,104,1
68090.0,332,85,1
118289.7,1607,281,1
12125.0,36,3,1
154013.8,376,69,1
19139.56,280,55,1
80279.12999999999,281,80,1
215172.0,792,97,1
32124.0,374,82,0
156951.0,987,76,0
38329.0,873,130,1
167976.32,2048,310,1
473208.9,234,41,0
29976.0,127,23,1
37015.22,223,48,0
29141.16,234,142,1
66843.0,220,84,1
121197.0,1163,428,1
69620.0,182,52,1
19138.0,76,21,1
23918.0,169,82,1
480182.55,2322,304,1
117416.0,1160,392,1
35222.74,73,3,1
23662.0,324,62,1
81624.0,294,64,0
65812.25,224,51,1
241772.0,1751,563,1
214770.7,66,9,1
42379.0,401,147,1
31615.49,384,263,1
58189.100000000006,288,21,1
59127.5,950,180,1
48770.0,528,193,1
159405.0,254,80,1
115111.0,1206,91,1
211435.0,138,40,1
126442.97,1314,227,1
11793.0,26,4,1
26830.0,78,51,1
54696.0,428,198,1
15470.0,38,9,1
21473.0,53,2,1
270213.4,1385,414,1
136898.0,215,66,0
543450.0,1080,36,0
14652.5,63,18,1
14719.08,164,158,1
42305.0,373,74,1
169778.0,552,96,1
82020.0,14,3,1
9810.0,32,0,1
71173.0,476,286,1
72085.0,310,102,1
254013.65,1139,135,1
52764.7,690,241,1
954900.0,215,50,1
18014.0,289,60,1
11270.0,27,7,1
190956.0,2885,535,1
67346.65,131,84,1
423897.3,105,26,1
31015.0,84,19,1
71613.11,663,439,1
67395.0,67,7,1
84373.51000000001,557,308,1
22155.69,302,222,1
60524.0,178,35,1
40090.0,125,10,1
13950.0,49,4,0
54160.0,89,34,1
51380.0,170,28,1
72351.0,185,28,1
261202.63,714,72,1
12803.2,23,3,1
24030.0,45,2,1
99316.9,163,13,0
14930.0,109,35,0
1277943.25,5960,4260,0
68155.0,50,11,1
30210.67,250,60,1
15364.0,77,30,1
45080.0,110,48,0
157510.89,607,109,1
35870.0,45,6,1
1701982.4,16656,1096,0
712833.0,1419,204,0
48180.0,78,10,1
115367.25,263,44,1
723994.0,285,95,1
69472.0,414,236,1
149431.0,2046,166,0
15226.5,56,17,1
39263.0,356,152,1
15390.0,40,7,1
62755.0,661,94,0
9485.25,49,11,1
58762.42,52,55,1
351819.99,1271,239,1
235541.0,741,128,1
56064.0,163,49,1
157127.0,302,28,1
55740.0,116,12,1
50792.8,118,18,1
89846.94,84,4,1
47804.03,424,90,1
78900.0,186,45,1
306187.0,754,121,1
12204.55,115,97,1
206690.7,697,173,1
1981584.4,5846,722,1
661959.36,6128,1424,0
23390.0,55,13,1
61532.0,160,21,1
95153.0,618,236,1
22135.0,122,15,1
156526.54,479,69,1
186527.0,659,116,1
12234.0,79,37,1
123411.4,1293,92,1
30605.0,219,19,1
73239.5,201,21,1
655912.54,7428,1040,0
159442.0,328,180,1
14815.0,61,3,1
975174.99,763,93,0
312848.1,1743,663,1
1491321.84,406,82,0
24289.0,184,49,1
31565.2,68,3,1
682799.0,4876,2978,1
57718.0,84,1,1
166427.66,1060,521,1
94630.0,487,103,1
45689.0,112,7,1
273318.0,93,10,1
26335.0,201,71,1
64938.0,66,22,1
53385.0,138,14,1
165557.89999999997,1450,825,1
33207.5,45,2,1
7915.0,44,13,1
21527.55,94,23,1
138750.0,1088,182,1
44250.0,38,7,1
174336.55,379,48,1
145065.05,1248,273,1
190860.0,768,514,0
11915.0,92,12,1
21570.0,155,19,1
331840.0,626,36,0
71315.0,973,99,1
52192.62,545,137,1
13148.0,106,47,0
313544.9,456,88,1
868309.1,1706,140,0
169830.47,423,46,0
25318.28,304,86,1
95687.57,913,228,1
44120.93,240,39,1
22301.0,73,8,1
2222752.5,6830,800,0
57067.0,324,141,1
222334.19,1535,475,1
324739.5,715,59,1
124017.75,471,42,1
23270.08,143,18,1
13077.0,111,21,1
29820.0,42,15,1
115432.9,572,36,0
24290.0,65,23,1
20014.0,154,86,0
32048.0,52,34,1
354251.43,1823,736,0
660682.9,12304,1873,1
59425.87,464,66,0
26635.0,128,13,1
141767.55,1978,191,1
53078.5,625,219,1
25265.0,64,1,1
51803.01,404,385,1
123681.0,913,174,0
76150.0,365,52,1
385066.31,33,4,1
55729.55,93,27,1
34745.0,79,31,1
147498.0,302,32,1
66390.0,155,40,1
20122.0,50,38,1
23390.0,49,6,1
123228.97999999998,670,208,1
670102.5,554,101,1
121550.0,185,17,1
186186.0,300,36,0
191997.8,462,278,1
180109.76,1613,574,1
16677.0,19,8,1
43102.19,38,6,1
15643.55,29,2,1
456117.3,3808,2017,1
27062.0,95,12,1
42335.0,173,36,1
3964829.0,14325,1105,0
160399.94,324,88,1
24570.0,80,16,1
75533.59,328,57,1
30603.5,26,3,1
20840.0,55,22,1
36122.0,324,276,0
83439.0,870,106,1
30565.0,234,64,1
151285.0,36,5,1
34701.5,66,6,1
122486.6,138,14,1
50935.0,556,117,1
38952.0,95,14,1
54811.0,572,201,1
23395.0,274,18,0
10662.0,220,85,1
107396.4,316,22,1
331946.9,996,108,1
368347.93,726,59,1
21707.5,72,1,1
38070.0,187,32,1
54632.0,146,14,1
199787.2,614,41,1
14440.0,157,21,1
128692.0,29,3,1
20152.0,220,135,1
142052.0,434,55,1
18605.0,73,13,1
10630.0,24,3,1
28845.0,323,27,1
75368.0,545,98,1
181284.34,438,150,1
263979.71,1248,908,1
27850.5,80,9,1
254274.0,768,84,1
116810.0,840,200,1
161473.65,209,23,1
39519.0,137,43,0
93745.0,96,25,0
36489.78,36,4,1
43888.0,221,15,1
201698.0,231,26,1
95954.9,488,25,1
229061.25,1492,149,1
314554.5,1337,128,0
22625.06,40,1,0
16445.0,80,9,1
74837.0,509,140,1
25718.0,200,107,1
84001.0,349,50,1
480050.99,886,293,1
268923.9,574,130,1
210434.25,717,156,0
53923.08,383,183,1
139997.0,918,339,1
89117.0,516,299,1
1057648.99,846,100,1
62930.0,304,76,1
105462.0,483,47,0
1315810.25,3996,429,1
85940.0,306,36,1
10092.0,40,30,1
283928.5,1216,153,1
36282.72,215,220,1
29605.21,13,5,1
332880.0,220,38,1
334636.14,1777,278,1
563659.0200000001,1055,188,1
57074.0,450,378,1
22490.0,73,32,1
201190.15,2137,748,1
21877.0,217,55,1
122140.04,665,339,1
13960.0,63,12,0
85204.0,418,64,1
38972.0,186,13,1
61052.11,250,39,0
155668.51,1114,155,1
27391.0,273,77,0
17308.0,371,65,1
44843.40000000001,260,46,1
14780.0,49,6,1
21516.5,226,173,1
326328.84,1063,151,1
23735.0,250,36,1
177157.8,764,98,1
207947.3,735,76,1
16971.0,149,131,1
662231.6000000001,5800,3300,0
41810.0,180,5,1
61106.82,313,91,0
66564.0,534,169,1
37817.1,55,13,1
37524.5,385,101,1
101783.0,229,25,1
54340.0,69,4,1
161691.8,289,42,1
36413.22,218,48,1
222335.43,666,47,1
25156.5,332,216,1
75641.73999999999,13,4,1
27700.0,30,8,1
23315.0,37,2,1
128937.25,632,350,1
15395.0,33,5,1
622816.5800000001,1054,106,1
264783.74,230,23,1
38554.0,25,10,1
9275.0,37,2,1
30210.0,97,12,1
119716.5,348,140,1
98520.0,207,161,1
201192.52,3753,805,1
121566.0,126,37,1
122320.65,600,169,1
2285902.36,1572,530,1
174861.0,579,174,1
373500.0,1702,1035,0
52653.49,242,64,1
48623.0,550,136,1
151981.5,1049,246,1
359694.0,604,97,1
18205.0,84,62,1
77736.0,149,35,1
661363.9,1565,288,1
661959.36,6128,1424,0
82140.0,244,35,1
143352.68,116,11,1
72833.0,449,66,1
79229.0,127,12,1
105418.5,1253,329,1
421717.93,3055,938,1
118210.15,125,17,1
42450.0,106,18,1
239151.52,750,79,1
117082.0,220,21,1
8693.0,49,5,1
79825.0,540,260,0
1244340.0,771,171,0
66149.0,94,17,1
379825.62,1554,549,1
26992.0,273,27,1
261107.0,1807,593,1
57710.0,170,58,1
61979.78,337,42,1
23180.0,40,5,0
81846.0,312,81,1
185088.7,362,49,1
68948.7,300,16,1
62988.0,638,70,1
12720.0,28,14,1
18876.72,169,297,1
58199.7,161,44,1
87360.0,29,8,1
162753.37,90,4,1
93028.0,559,116,1
31661.0,186,18,1
719909.53,2678,1183,1
121919.49,979,333,1
84564.4,914,930,1
123808.0,522,190,0
187446.25,2000,476,1
348455.9,1533,231,1
80717.88,498,632,1
66990.0,75,23,1
41467.75,33,4,1
947077.2,3524,1290,1
185305.0,322,37,1
339433.5,2548,991,1
20008.67,62,0,1
34155.0,381,92,1
55222.21,228,88,0
26295.0,243,36,0
17466.15,141,185,1
75778.0,266,46,1
26395.0,64,13,1
158681.0,154,13,1
161534.6,424,61,1
81765.0,200,46,0
353257.4,3244,182,1
80375.0,545,280,0
44180.0,76,9,1
78905.1,65,6,1
47595.0,355,60,1
43220.0,147,20,1
411489.12,800,68,1
53572.0,152,19,1
14190.0,47,3,1
395191.39,93,24,1
66900.0,100,30,1
232976.84,254,26,1
305150.0,153,54,1
348362.0,513,43,1
40970.0,82,14,1
29987.0,189,11,1
43573.5,251,279,1
310862.0,1169,304,1
131980.04,1368,484,0
58985.75,24,2,1
22149.44,37,5,1
58765.0,246,43,1
101736.96,1190,709,1
114852.92,1236,1168,0
12160.4,108,32,1
173819.5,40,39,1
704825.36,4665,1334,1
43789.95,126,21,1
164873.0,186,28,1
352516.0,383,110,1
196260.95,740,60,1
23142.0,72,16,1
481627.4,242,41,1
17595.0,27,26,1
17668.0,329,42,1
236054.9,464,75,1
111873.0,324,121,1
48194.0,351,122,1
19720.0,29,7,1
38143.0,228,65,1
42270.0,232,21,1
128888.88,1054,954,1
216356.5,757,108,1
65709.7,180,22,1
23959.0,176,71,1
253353.0,1976,500,0
247910.0,231,75,1
388013.2,3104,1162,1
10005.0,34,30,1
29713.0,249,59,0
51600.0,49,7,1
279055.0,564,35,1
112006.0,456,55,1
497725.0,385,154,1
48957.8,221,22,1
301724.0,135,25,1
157670.0,476,84,0
263989.26,701,210,1
61970.55,637,49,1
28738.03,235,145,1
69250.67,185,50,1
34985.2,248,53,1
123800.0,80,16,1
34630.0,209,120,1
17720.0,27,38,1
59025.87,458,67,1
23490.0,196,23,1
18765.0,38,5,1
41455.0,55,15,1
58790.29,77,29,1
71113.0,174,47,0
112119.88,123,51,1
50415.0,47,13,1
1284832.54,7172,2360,1
69011.09999999999,2001,728,1
73007.18,67,3,1
113583.0,780,69,1
42760.0,130,7,1
104935.0,537,152,1
40602.94,157,52,0
135360.16999999998,745,161,1
1633694.4,16096,1048,0
110791.0,1062,103,0
21375.0,147,71,1
120830.54,920,557,1
52228.87999999999,84,15,1
92036.81,339,38,1
14953.8,165,54,1
238915.0,422,72,1
85652.5,853,104,1
16235.0,118,31,1
96686.51,80,25,1
121666.0,147,54,1
10446.0,142,60,1
69695.0,379,60,1
177760.5,336,40,0
51961.0,273,103,1
33152.5,452,137,1
47276.0,1224,197,1
47825.0,122,6,1
322894.92,1498,895,1
28258.5,223,89,1
22840.0,76,4,0
30026.76,17,0,1
73943.11,328,100,1
197926.0,1092,646,1
99572.0,222,20,1
655398.13,1870,205,1
80737.5,550,106,1
74200.0,69,12,1
39545.0,112,21,1
74516.0,787,259,1
648498.0,1740,174,1
124422.0,811,361,0
1061788.88,3634,800,1
66918.72,188,38,1
24970.0,225,61,1
191420.0,591,98,1
10336.0,125,12,1
70471.8,90,10,1
2151326.64,6993,1215,0
147092.0,235,37,1
10369.55,52,29,1
173645.22999999998,1146,178,0
340272.0,1395,477,1
40250.0,131,19,1
135234.0,772,209,1
162186.97,250,35,1
